Player,Nationality,Pos,Club,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdYellow,CrdRed,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Nikita Rukavytsya, AUS,"FW,MF",Maccabi Haifa,35,1987,6,0,47,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.22,0.03,0.24,0.22,0.24
Mathew Ryan, AUS,GK,FC Copenhagen,30,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Ryerson, NOR,DF,Dortmund,24,1997,1,0,18,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Sabitzer, AUT,MF,Bayern Munich,28,1994,6,3,280,3.1,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,5,16,18,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22
Alexis Saelemaekers, BEL,"FW,DF",Milan,23,1999,8,4,371,4.1,2,0,2,2,0,0,1,0,0.5,0.5,0.3,0.8,13,9,26,0.49,0.0,0.49,0.49,0.49,0.12,0.08,0.2,0.12,0.2
Fashion Sakala, ZAM,"FW,MF",Rangers,25,1997,4,2,235,2.6,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.7,12,4,13,0.0,0.0,0.0,0.0,0.0,0.21,0.05,0.26,0.21,0.26
Mohamed Salah, EGY,FW,Liverpool,30,1992,8,7,624,6.9,8,2,10,7,1,1,0,0,4.0,3.2,2.5,5.7,24,25,87,1.15,0.29,1.44,1.01,1.3,0.58,0.37,0.94,0.46,0.83
Renato Sanches, POR,MF,Paris S-G,24,1997,3,1,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Sánchez, CHI,FW,Marseille,33,1988,5,5,418,4.6,2,1,3,2,0,0,0,0,2.8,2.8,0.8,3.7,1,9,35,0.43,0.22,0.65,0.43,0.65,0.61,0.18,0.79,0.61,0.79
Davinson Sánchez, COL,DF,Tottenham,26,1996,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cisse Sandra, BEL,FW,Club Brugge,18,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Sandro, BRA,DF,Juventus,31,1991,4,2,239,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,23,8,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
James Sands, USA,"DF,MF",Rangers,22,2000,4,4,324,3.6,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,10,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Leroy Sané, GER,"FW,MF",Bayern Munich,26,1996,8,7,552,6.1,4,1,5,4,0,0,0,0,2.5,2.5,1.9,4.5,29,33,48,0.65,0.16,0.82,0.65,0.82,0.41,0.31,0.73,0.41,0.73
Nuno Santos, POR,"DF,MF",Sporting CP,27,1995,6,5,295,3.3,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.6,2,5,17,0.31,0.0,0.31,0.31,0.31,0.1,0.08,0.18,0.1,0.18
Zaidu Sanusi, NGA,DF,Porto,25,1997,8,7,585,6.5,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,14,16,22,0.15,0.0,0.15,0.15,0.15,0.04,0.01,0.05,0.04,0.05
Alvaro Sanz, ESP,MF,Barcelona,21,2001,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Sarabia, ESP,MF,Paris S-G,30,1992,3,1,91,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.19,0.12,0.19
Stefan Savić, MNE,DF,Atlético Madrid,31,1991,3,3,270,3.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Patrik Schick, CZE,FW,Leverkusen,26,1996,5,5,446,5.0,0,0,0,0,0,1,0,0,2.5,1.7,0.1,1.8,6,9,29,0.0,0.0,0.0,0.0,0.0,0.5,0.02,0.52,0.34,0.36
Andreas Schjelderup, NOR,FW,Benfica,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xaver Schlager, AUT,MF,RB Leipzig,24,1997,7,7,583,6.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,7,34,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Nico Schlotterbeck, GER,DF,Dortmund,22,1999,8,6,561,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,13,26,2,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Abdoulaye Seck, SEN,DF,Maccabi Haifa,30,1992,6,4,397,4.4,2,0,2,2,0,0,2,0,0.4,0.4,0.0,0.4,1,8,0,0.45,0.0,0.45,0.45,0.45,0.09,0.0,0.09,0.09,0.09
Nicolas Seiwald, AUT,MF,RB Salzburg,21,2001,6,6,540,6.0,1,0,1,1,0,0,0,0,0.4,0.4,0.6,1.0,5,26,8,0.17,0.0,0.17,0.17,0.17,0.07,0.1,0.17,0.07,0.17
Benjamin Šeško, SVN,FW,RB Salzburg,19,2003,6,3,330,3.7,0,0,0,0,0,0,0,0,1.2,1.2,0.1,1.3,3,5,27,0.0,0.0,0.0,0.0,0.0,0.32,0.03,0.35,0.32,0.35
Ryan Sessegnon, ENG,"MF,DF",Tottenham,22,2000,3,2,155,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,1,3,9,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.27,0.12,0.27
Maryan Shved, UKR,MF,Shakhtar,25,1997,3,3,187,2.1,2,0,2,2,0,0,0,0,0.4,0.4,0.0,0.4,12,4,11,0.96,0.0,0.96,0.96,0.96,0.22,0.0,0.22,0.22,0.22
Danylo Sikan, UKR,FW,Shakhtar,21,2001,4,0,104,1.2,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,3,0,3,0.0,0.87,0.87,0.0,0.87,0.17,0.11,0.27,0.17,0.27
André Silva, POR,FW,RB Leipzig,26,1995,8,6,533,5.9,3,3,6,3,0,0,0,0,2.1,2.1,0.6,2.8,11,20,46,0.51,0.51,1.01,0.51,1.01,0.36,0.11,0.47,0.36,0.47
António Silva, POR,DF,Benfica,18,2003,10,10,894,9.9,2,0,2,2,0,0,1,0,0.7,0.7,0.1,0.8,4,30,1,0.2,0.0,0.2,0.2,0.2,0.07,0.01,0.08,0.07,0.08
Bernardo Silva, POR,"FW,MF",Manchester City,27,1994,13,9,911,10.1,3,1,4,3,0,0,2,0,1.1,1.1,1.4,2.5,43,56,92,0.3,0.1,0.4,0.3,0.4,0.11,0.13,0.24,0.11,0.24
Rafa Silva, POR,MF,Benfica,29,1993,10,10,819,9.1,5,2,7,5,0,0,1,0,4.3,4.3,1.1,5.4,33,36,82,0.55,0.22,0.77,0.55,0.77,0.47,0.13,0.6,0.47,0.6
Thiago Silva, BRA,DF,Chelsea,37,1984,8,7,640,7.1,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,0,19,3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
Mohamed Simakan, FRA,DF,RB Leipzig,22,2000,7,6,511,5.7,1,3,4,1,0,0,1,0,0.4,0.4,1.8,2.2,14,24,31,0.18,0.53,0.7,0.18,0.7,0.07,0.32,0.38,0.07,0.38
Giovanni Simeone, ARG,FW,Napoli,27,1995,7,2,263,2.9,4,0,4,4,0,0,0,0,2.8,2.8,0.5,3.4,2,3,26,1.37,0.0,1.37,1.37,1.37,0.97,0.19,1.15,0.97,1.15
Roko Simic, CRO,FW,RB Salzburg,18,2003,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Skipp, ENG,MF,Tottenham,21,2000,4,2,211,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Leo Skiri Østigård, NOR,DF,Napoli,22,1999,3,2,197,2.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,11,0,0.46,0.0,0.46,0.46,0.46,0.05,0.02,0.07,0.05,0.07
Andreas Skov Olsen, DEN,"FW,MF",Club Brugge,22,1999,5,4,295,3.3,1,1,2,1,0,0,0,0,0.1,0.1,0.7,0.9,11,5,30,0.31,0.31,0.61,0.31,0.61,0.04,0.22,0.26,0.04,0.26
Milan Škriniar, SVK,DF,Inter,27,1995,8,6,536,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,17,3,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07
Hrvoje Smolčić, CRO,DF,Eint Frankfurt,21,2000,3,1,122,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduard Sobol, UKR,"FW,DF",Club Brugge,27,1995,4,1,109,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.14,0.1,0.14
Carlos Soler, ESP,MF,Paris S-G,25,1997,6,2,155,1.7,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.4,1,6,5,0.58,0.0,0.58,0.58,0.58,0.15,0.09,0.23,0.15,0.23
Oumar Solet, FRA,DF,RB Salzburg,22,2000,4,4,266,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
Yann Sommer, SUI,GK,Bayern Munich,33,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matìas Soulé, ARG,"MF,FW",Juventus,19,2003,3,0,44,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,2,4,0.0,0.0,0.0,0.0,0.0,0.87,0.13,1.0,0.87,1.0
Djibril Sow, SUI,MF,Eint Frankfurt,25,1997,8,8,720,8.0,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,12,49,6,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
Kamal Sowah, GHA,"FW,MF",Club Brugge,22,2000,7,7,591,6.6,2,0,2,2,0,0,4,1,2.1,2.1,0.3,2.4,7,20,39,0.3,0.0,0.3,0.3,0.3,0.31,0.05,0.36,0.31,0.36
Dario Špikić, CRO,"FW,DF",Dinamo Zagreb,23,1999,6,1,167,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,7,9,13,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.25,0.1,0.25
Jorne Spileers, BEL,DF,Club Brugge,17,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry St. Juste, NED,DF,Sporting CP,25,1996,4,3,189,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,2,1,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04
Marko Stamenic, NZL,MF,FC Copenhagen,20,2002,3,3,269,3.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,1,7,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Jindřich Staněk, CZE,GK,Viktoria Plzeň,26,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Stanišić, CRO,DF,Bayern Munich,22,2000,8,3,349,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,10,26,8,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Carl Starfelt, SWE,DF,Celtic,27,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orri Steinn Óskarsson, ISL,"MF,FW",FC Copenhagen,17,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taras Stepanenko, UKR,MF,Shakhtar,32,1989,6,6,532,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Raheem Sterling, ENG,"FW,MF",Chelsea,27,1994,9,8,630,7.0,3,1,4,3,0,0,1,0,1.2,1.2,0.6,1.8,23,36,69,0.43,0.14,0.57,0.43,0.57,0.17,0.09,0.26,0.17,0.26
John Stones, ENG,"MF,DF",Manchester City,28,1994,8,8,684,7.6,1,1,2,1,0,0,0,0,0.1,0.1,0.8,0.9,12,36,15,0.13,0.13,0.26,0.13,0.26,0.01,0.1,0.12,0.01,0.12
Luka Sučić, CRO,MF,RB Salzburg,19,2002,5,5,398,4.4,0,0,0,0,0,0,2,0,1.1,1.1,0.6,1.7,8,22,16,0.0,0.0,0.0,0.0,0.0,0.25,0.13,0.38,0.25,0.38
Heorhii Sudakov, UKR,MF,Shakhtar,19,2002,6,6,480,5.3,0,2,2,0,0,0,0,0,0.1,0.1,0.8,0.8,13,22,10,0.0,0.37,0.37,0.0,0.37,0.01,0.15,0.16,0.01,0.16
Niklas Süle, GER,DF,Dortmund,26,1995,8,7,675,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,9,32,5,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Daniel Sundgren, SWE,DF,Maccabi Haifa,31,1990,4,4,324,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,17,6,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Suso, ESP,"FW,MF",Sevilla,28,1993,6,3,237,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,4,14,25,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
Josip Šutalo, CRO,DF,Dinamo Zagreb,22,2000,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,7,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Jan Sýkora, CZE,"FW,DF",Viktoria Plzeň,28,1993,2,2,148,1.6,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,4,2,5,0.61,0.0,0.61,0.61,0.61,0.3,0.01,0.31,0.3,0.31
Abakar Sylla, CIV,DF,Club Brugge,19,2002,6,6,492,5.5,1,0,1,1,0,0,4,0,0.1,0.1,0.0,0.1,1,14,0,0.18,0.0,0.18,0.18,0.18,0.01,0.0,0.01,0.01,0.01
Wojciech Szczęsny, POL,GK,Juventus,32,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Szoboszlai, HUN,FW,RB Leipzig,21,2000,8,8,653,7.3,1,2,3,1,0,0,0,0,2.2,2.2,1.6,3.7,15,38,47,0.14,0.28,0.41,0.14,0.41,0.3,0.22,0.52,0.3,0.52
Christian Sørensen, DEN,"DF,MF",FC Copenhagen,29,1992,5,1,102,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,4,6,4,0.0,0.0,0.0,0.0,0.0,0.03,0.3,0.33,0.03,0.33
Dušan Tadić, SRB,FW,Ajax,33,1988,5,5,432,4.8,0,1,1,0,0,0,2,1,0.4,0.4,1.6,2.0,16,26,43,0.0,0.21,0.21,0.0,0.21,0.09,0.33,0.42,0.09,0.42
Jonathan Tah, GER,DF,Leverkusen,26,1996,6,5,481,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,17,0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Japhet Tanganga, ENG,DF,Tottenham,23,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
Edmond Tapsoba, BFA,DF,Leverkusen,23,1999,5,4,349,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,20,0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
Mehdi Taremi, IRN,FW,Porto,30,1992,7,7,611,6.8,5,2,7,3,2,2,2,1,6.0,4.4,3.3,7.7,14,19,31,0.74,0.29,1.03,0.44,0.74,0.88,0.49,1.37,0.65,1.14
Ciprian Tătărușanu, ROU,GK,Milan,36,1986,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuno Tavares, POR,DF,Marseille,22,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.5,24,27,67,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.08,0.06,0.08
James Tavernier, ENG,DF,Rangers,30,1991,6,6,486,5.4,1,0,1,0,1,1,1,0,1.1,0.3,1.0,1.3,7,18,10,0.19,0.0,0.19,0.0,0.0,0.2,0.18,0.38,0.05,0.24
Greg Taylor, SCO,DF,Celtic,24,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,6,42,24,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16
Kenneth Taylor, NED,MF,Ajax,20,2002,6,5,417,4.6,0,1,1,0,0,0,2,0,0.5,0.5,1.4,1.9,10,28,20,0.0,0.22,0.22,0.0,0.22,0.12,0.3,0.41,0.12,0.41
Lucas Taylor, BRA,DF,Shakhtar,27,1995,5,3,312,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mavis Tchibota, CGO,FW,Maccabi Haifa,26,1996,4,1,93,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,4,2,8,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.15,0.12,0.15
Aurélien Tchouaméni, FRA,MF,Real Madrid,22,2000,10,5,432,4.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,10,37,4,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
Mathys Tel, FRA,FW,Bayern Munich,17,2005,5,0,145,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,8,1,15,0.0,0.0,0.0,0.0,0.0,0.39,0.04,0.43,0.39,0.43
Alex Telles, BRA,"DF,FW",Sevilla,29,1992,6,4,391,4.3,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,10,7,34,0.0,0.23,0.23,0.0,0.23,0.04,0.08,0.12,0.04,0.12
Marc-André ter Stegen, GER,GK,Barcelona,30,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kévin Théophile-Catherine, FRA,DF,Dinamo Zagreb,32,1989,1,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Malick Thiaw, GER,DF,Milan,20,2001,4,3,275,3.1,0,0,0,0,0,0,2,0,0.8,0.8,0.1,0.9,1,7,0,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.28,0.25,0.28
Mohamed Tijani, BEN,DF,Viktoria Plzeň,25,1997,3,2,168,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
Malik Tillman, USA,MF,Rangers,20,2002,5,4,244,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,3,6,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
Jurriën Timber, NED,DF,Ajax,21,2001,6,6,529,5.9,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,10,31,1,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
Fikayo Tomori, ENG,DF,Milan,24,1997,10,10,827,9.2,0,0,0,0,0,0,4,1,0.1,0.1,0.4,0.4,10,27,0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Sandro Tonali, ITA,MF,Milan,22,2000,12,12,"1,051",11.7,0,2,2,0,0,0,3,0,0.6,0.6,2.9,3.5,18,40,30,0.0,0.17,0.17,0.0,0.17,0.05,0.25,0.3,0.05,0.3
Pablo Torre, ESP,"MF,FW",Barcelona,19,2003,3,1,95,1.1,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,3,10,4,0.95,0.0,0.95,0.95,0.95,0.37,0.01,0.38,0.37,0.38
Ferrán Torres, ESP,"FW,MF",Barcelona,22,2000,5,1,188,2.1,3,1,4,3,0,0,1,0,1.3,1.3,0.3,1.6,3,4,17,1.44,0.48,1.91,1.44,1.91,0.6,0.15,0.75,0.6,0.75
Andriy Totovytskyi, UKR,MF,Shakhtar,29,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53
Kevin Trapp, GER,GK,Eint Frankfurt,32,1990,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Trincão, POR,"MF,FW",Sporting CP,22,1999,6,5,386,4.3,2,0,2,2,0,0,0,0,0.5,0.5,0.4,0.9,7,12,22,0.47,0.0,0.47,0.47,0.47,0.12,0.08,0.21,0.12,0.21
Anatolii Trubin, UKR,GK,Shakhtar,20,2001,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kostas Tsimikas, GRE,DF,Liverpool,26,1996,6,4,342,3.8,0,2,2,0,0,0,1,0,0.1,0.1,1.0,1.1,10,14,28,0.0,0.53,0.53,0.0,0.53,0.03,0.27,0.3,0.03,0.3
David Turnbull, SCO,MF,Celtic,23,1999,5,0,103,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,10,6,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
Tuta, BRA,DF,Eint Frankfurt,23,1999,7,7,599,6.7,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,3,24,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Marián Tvrdoň, SVK,GK,Viktoria Plzeň,27,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Ugarte Ribeiro, URU,MF,Sporting CP,21,2001,6,6,467,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Ulmer, AUT,DF,RB Salzburg,36,1985,6,4,375,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,11,12,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.09,0.04,0.09
Sven Ulreich, GER,GK,Bayern Munich,33,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cengiz Ünder, TUR,MF,Marseille,25,1997,6,1,173,1.9,0,0,0,0,0,0,1,0,0.5,0.5,1.0,1.5,5,7,20,0.0,0.0,0.0,0.0,0.0,0.28,0.52,0.79,0.28,0.79
Dayot Upamecano, FRA,DF,Bayern Munich,23,1998,10,9,713,7.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Mateus Uribe, COL,MF,Porto,31,1991,7,7,610,6.8,1,0,1,0,1,1,3,0,1.4,0.6,0.5,1.1,5,33,9,0.15,0.0,0.15,0.0,0.0,0.2,0.07,0.27,0.08,0.16
Enrique Valiente, ESP,DF,Sevilla,20,2002,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,2,10,1,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.18,0.02,0.18
Jesús Vallejo, ESP,DF,Real Madrid,25,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Valverde, URU,"MF,FW",Real Madrid,24,1998,11,11,967,10.7,2,3,5,2,0,0,0,0,1.7,1.7,2.9,4.6,43,58,56,0.19,0.28,0.47,0.19,0.47,0.15,0.27,0.42,0.15,0.42
Virgil van Dijk, NED,DF,Liverpool,31,1991,8,8,720,8.0,0,1,1,0,0,0,1,0,1.0,1.0,0.1,1.1,5,33,1,0.0,0.12,0.12,0.0,0.12,0.13,0.01,0.14,0.13,0.14
Hans Vanaken, BEL,MF,Club Brugge,29,1992,8,8,703,7.8,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.1,8,47,28,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.14,0.04,0.14
Denis Vavro, SVK,DF,FC Copenhagen,26,1996,4,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Lucas Vázquez, ESP,DF,Real Madrid,31,1991,5,2,202,2.2,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,8,9,19,0.0,0.45,0.45,0.0,0.45,0.0,0.31,0.31,0.0,0.31
Jordan Veretout, FRA,MF,Marseille,29,1993,6,6,485,5.4,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.7,8,54,16,0.0,0.19,0.19,0.0,0.19,0.02,0.1,0.12,0.02,0.12
